Gene	WT-1_Read_Count	WT-2_Read_Count	Toluene-1_Read_Count	Toluene-2_Read_Count
Copb2	2	1	0	0
Cops4	1	0	0	0
Cox2	150	47	58	27
Cox4i1	4	2	1	0
Cox5a	5	0	0	2
Cox6a1	22	3	3	2
Cp	22	7	13	2
Cpc1	0	0	1	0
Cpn2	11	0	4	0
Cps1	62	16	28	5
Cpt1a	1	1	6	0
Creb3l3	0	2	0	0
Crot	0	1	0	0
Crp	2	1	6	0
Cs	2	0	0	0
Csde1	0	5	0	0
Csf1r	3	0	3	0
Csnk2b	3	0	0	0
Cst3	7	0	4	0
Cth	2	0	0	0
Ctnnb1	0	0	0	0
Ctnnd1	2	0	0	0
Ctsa	4	0	0	0
Ctsb	8	5	2	1
Ctsh	9	0	2	3
Ctsl	5	0	1	0
Ctsz	0	0	1	0
Cxcl10	0	1	0	0
Cyb5r3	32	4	7	8
Cyc1	2	0	0	0
CycA1	31	37	32	40
Cyp1a2	14	5	8	1
Cyp27a1	3	4	1	0
Cyp2c23	0	0	2	0
Cyp2c29	7	2	6	3
Cyp2c44	13	2	2	0
Cyp2c50	3	0	1	0
Cyp2c54	0	0	3	0
Cyp2c67	1	0	0	0
Cyp2d13	2	0	0	0
Cyp2d22	4	3	1	0
Cyp2d26	33	5	9	4
Cyp2e1	162	37	72	37
Cyp2f2	59	12	10	3
Cyp2j5	2	0	6	1
Cyp3a11	3	4	0	0
Cyp4a12a	0	0	2	0
Cyp4a14	5	0	0	0
Cyp4a32	4	0	1	0
Cyp4f14	1	0	0	2
Cyp7a1	1	0	0	0
D-aspartate	3	2	0	0
D030055H07Rik	0	1	0	0
D2HGDH	19	0	0	0
DAB2	8	0	0	0
DAD1	21	2	0	0
DAG1	11	0	0	0
DAP3	5	1	0	0
DAZAP1	12	0	1	0
DAZAP2	14	0	0	0
DBI	55	1	0	0
DBNDD2	16	0	0	0
DBNL	9	0	0	0
DCAF5	5	0	0	0
DCAF6	0	0	0	0
DCHS1	4	0	0	0
DCN	9	0	0	0
DCTN1	8	0	0	0
DCTN3	6	0	0	0
DCTN4	5	0	0	0
DCTPP1	1	9	0	0
DCXR	27	0	0	0
DDAH1	2	0	0	0
DDC	1	0	0	0
DDIT4	2	0	0	0
DDOST	0	2	0	0
DDR1	8	1	0	0
DDX1	1	0	0	0
DDX17	34	0	0	0
DDX27	1	2	0	0
DDX3X	1	0	0	0
DDX41	12	0	0	0
DDX42	5	0	0	0
DDX49	14	0	0	0
DDX5	2	0	0	0
DECR1	2	0	0	0
DECR2	2	0	0	0
DEF	0	10	7	3
DEGS2	2	0	0	0
DELLA1	286	268	364	400
DEMETER	46	56	9	33
DENND1C	13	0	0	0
DENR	2	0	0	0
DERL2	4	0	0	0
DES	83	0	0	0
DESI1	4	0	0	0
DEXI	4	0	0	0
DFNA5	2	0	0	0
DFR	74	92	100	136
DGAT1	37	0	0	0
DGAT2	671	817	786	1121
DGCR2	4	1	0	0
DGIC	51	2	0	0
DGKA	4	0	0	0
DGKD	13	0	0	0
DGKQ	14	0	0	0
DHAR	10538	14175	11687	13880
DHAR2	2262	2593	1802	2124
DHEA	2	3	0	2
DHPS	2	0	0	0
DHRS11	18	0	0	0
DHRS3	12	0	0	0
DHRS4L2	29	0	0	0
DHRS7	4	0	0	0
DHX16	10	0	0	0
DHX37	5	0	0	0
DHX38	17	0	0	0
DL	474	687	535	546
DLD	3	0	0	0
DMAP1	5	0	0	0
DME2	337	394	253	371
DMXL1	4	0	0	0
DNA	16	0	0	0
DNAH1	3	0	0	0
DNASE1L1	8	0	0	0
DNLZ	4	0	0	0
DNM2	19	0	0	0
DNPEP	5	0	0	0
DOK4	2	0	4	0
DPM2	5	0	0	0
DPP9	6	0	0	0
DPT	2	0	0	0
DPYS	1694	2036	1882	3108
DPYSL3	6	1	0	0
DRAP1	12	0	0	0
DREB	424	506	74	66
DREB4	903	943	85	172
DRT112	1	1	1	2
DS34	0	2	1	1
DSC2	3	0	0	0
DSP	14	0	0	0
DSTN	30	0	0	1
DTD1	3	0	0	0
DTX4	6	0	0	0
DUF863	0	0	3	0
DUSP22	5	0	0	0
DUSP23	10	0	0	0
DUSP3	7	0	0	0
DUT	7	0	0	0
DVL1	4	0	0	0
DYNC1H1	17	0	0	0
DYNC1LI2	10	0	0	0
DYNLL1	52	0	0	3
DYNLL2	9	0	0	0
DYNLRB1	37	0	0	0
DYNLT1	2	0	0	0
DYRK2	3	0	0	0
Dap	1	0	1	0
Dazap2	2	0	0	0
Dbi	19	14	8	0
Dbp	2	3	1	0
Dctn2	1	0	1	0
Ddost	2	0	3	0
Ddt	4	5	6	0
Decr1	0	0	3	0
Def	0	0	2	6
Dgat2	9	0	0	1
Dhcr24	14	1	0	0
Dhcr7	5	0	1	0
Dhrs3	0	0	2	0
Dictyostelium	11	0	0	0
Dio1	6	0	0	0
Dlst	3	0	0	0
Dmgdh	6	0	0	0
Dof2	11	31	7	32
Dpf2	4	0	0	0
Dpyd	2	1	1	0
Dpys	2	0	5	0
Drosophila	55	0	4	0
Dsg2	1	0	0	0
E2F4	6	0	0	0
E2IG5	32	0	0	0
EAR	1597	1949	1588	1935
EBP	15	0	0	0
EBPL	3	0	0	0
ECA	260	364	52	234
ECE1	7	0	0	0
ECH1	39	0	0	0
ECHDC2	10	0	0	0
ECI2	3	0	0	0
ECM1	3	0	0	0
EDC4	9	0	0	0
EDF1	152	0	0	0
EDN3	2	0	0	0
EEF1A1	0	0	0	4
EEF1A2	0	1	2	0
EEF1B2	88	0	0	1
EEF1D	99	2	2	1
EEFSEC	3	0	0	0
EF-1a	1	11	127	364
EF1A	1	0	0	0
EF2	15	1	11	2
EFHD2	14	0	0	0
EFL	0	0	0	0
EFNA2	3	0	0	1
EFNA4	1	0	0	0
EFNB1	11	0	0	0
EGR1	17	0	0	0
EHBP1L1	5	0	0	0
EHD2	5	0	0	0
EI24	21	0	0	0
EIF2B3	2	0	0	0
EIF2B5	5	0	0	0
EIF2S2	9	0	1	0
EIF2S3	0	2	1	0
EIF3B	9	0	0	0
EIF3CL	63	5	0	3
EIF3G	23	0	0	0
EIF3H	20	0	0	0
EIF3I	6	1	0	0
EIF3K	78	0	0	0
EIF3L	46	6	0	0
EIF3M	25	0	0	0
EIF4A2	26	0	0	0
EIF4B	5	0	0	0
EIF4E2	6	0	0	0
EIF4G1	13	0	0	0
EIF4G2	42	2	2	0
EIF5	4	0	0	0
EIF5A	53	1	5	0
EIL1	6137	7428	3997	6206
EIL2	524	607	313	711
EIL4	64	52	15	37
EKS	8	13	44	16
ELF3	75	0	0	0
ELMO3	15	0	0	0
ELOB	58	0	0	0
ELOVL1	4	0	0	0
ELP3	3	0	0	0
EMC10	46	0	0	0
EMC3	3	0	0	0
EMF2	511	577	403	615
EMP2	3	0	0	0
ENC1	11	0	0	0
ENO	7743	8771	10612	11790
ENO1	9	6	0	0
ENSA	14	0	1	0
ENTPD2	7	0	0	0
ENTPD5	8	0	0	0
ENTPD6	30	0	0	0
ENTPD8	8	0	0	0
ENY2	4	0	0	0
EPAS1	5	0	0	0
EPB41L4B	8	0	0	0
EPB72	14	0	0	0
EPC1	11	0	0	0
EPCAM	124	2	4	2
EPHA10	4	0	0	0
EPHB3	10	0	0	0
EPHX2	4	0	0	0
EPN1	27	0	0	0
EPPK1	2	0	0	0
EPS8L1	3	0	0	0
EPS8L2	17	0	1	0
EPS8L3	17	0	0	0
ERBB2	18	0	0	0
ERBB3	24	0	0	0
ERF15	111	139	154	222
ERF2	337	352	565	651
ERF22	9974	12634	7202	9761
ERF25	157	222	63	52
ERF26	6961	7994	5849	7321
ERI3	1	0	0	0
ERLEC1	2	0	0	0
ERLIN1	0	0	0	0
ERN2	36	0	0	0
ERP29	34	0	0	0
ERP44	9	0	0	0
ERS1b	1436	1719	1250	2218
ESD	6	0	0	0
ESRP1	27	0	0	0
ESRP2	10	0	0	0
ESRRA	14	0	0	0
ESYT1	13	0	0	0
ETFB	13	0	0	0
ETHE1	54	0	0	0
ETIF	13	7	7	11
ETR1	657	611	340	625
ETR3	280	384	300	605
ETS1	5	0	0	0
ETS2	10	0	1	0
EUCOMM	441	86	182	38
EWSR1	24	0	4	0
EXD3	1	0	0	0
EXOSC1	3	0	0	0
EXP6	480	538	74	110
EXPA1	1	2	7	1
EZR	49	2	1	0
Ebpl	0	0	3	0
Ece1	1	1	0	2
Echdc2	1	1	0	1
Eci2	3	1	0	0
Ecp20-3	0	0	13	16
Edem1	1	0	2	0
Eef1g	1	0	0	0
Eef2	28	6	21	1
Ef1alpha	1	3	0	0
Ef1alpha100E	1	1	1	0
Egfr	1	0	0	0
Ehd1	0	0	0	0
Ei24	4	0	0	2
Eif2ak1	2	0	0	0
Eif3b	0	0	2	3
Eif3f	0	0	1	0
Eif3j1	0	0	0	0
Eif4ebp2	3	0	3	0
Eif4ebp3	1	8	0	0
Eif4g1	4	0	2	0
Eif4g2	0	3	0	0
Eif4g3	3	0	0	0
Eif4h	4	0	3	0
Eif5	0	0	0	0
Elovl2	2	4	2	0
Endog	2	0	0	3
Eno1	8	3	3	0
Enpp2	2	2	2	0
Epas1	0	0	0	0
Ephx1	9	2	1	0
Ephx2	11	1	2	0
Epn1	3	0	1	1
Ergic3	2	0	0	0
Errfi1	38	8	12	0
Etfb	0	2	0	0
Etnk2	9	0	5	1
Ewsr1	3	0	0	0
Exp2	23	42	11	23
F10	5	3	0	0
F11R	4	0	0	0
F12	23	8	8	3
F13A1	3	0	0	0
F2	58	12	7	6
F3H	5531	6574	7586	10323
F5	3	0	2	0
F7	2	0	0	0
FABP1	388	1	0	0
FABP2	4	0	0	0
FAD2-1	29	38	20	15
FAF2	2	0	0	0
FAM110A	5	0	0	0
FAM111A	1	0	0	0
FAM118B	9	0	0	0
FAM120AOS	1	0	0	0
FAM129B	9	0	0	0
FAM132A	6	0	0	0
FAM134A	2	0	0	0
FAM134B	7	0	0	0
FAM134C	13	0	0	0
FAM160A2	11	0	0	0
FAM160B2	5	0	0	2
FAM171A1	3	0	0	0
FAM193B	6	0	0	0
FAM20C	8	0	0	0
FAM213B	14	0	2	0
FAM219A	1	0	0	0
FAM32A	4	0	0	0
FAM43A	7	0	0	0
FAM46A	7	0	0	0
FAM50A	26	1	4	0
FAM55A	8	0	0	0
FAM71A	17	0	0	0
FAM83E	9	0	0	0
FAM84A	6	0	0	0
FAM96B	11	0	0	0
FAM98C	3	0	0	0
FARSB	5	0	0	0
FASN	5	0	0	0
FASTK	2	0	0	0
FASTKD1	3	0	0	0
FAU	102	2	0	0
FBA1	0	1	0	0
FBA2	1	0	0	3
FBL	30	0	0	0
FBLN1	12	0	2	0
FBP2	1063	1129	881	1218
FBP24	4	1	3	1
FBP3	7014	8783	2607	3391
FBRS	4	0	0	0
FBRSL1	10	0	0	0
FBXL6	6	0	0	0
FBXO31	1	0	0	0
FBXO32	2	0	0	0
FBXO7	7	0	0	0
FBXW5	23	0	0	0
FCER1G	11	0	0	0
FCGBP	15	0	0	0
FCGR2A	3	0	0	0
FCGRT	33	0	0	0
FDXR	28	0	0	0
FER1	452	631	329	541
FER1L4	4	0	0	0
FFAR4	14	0	0	0
FGFR3	10	1	0	0
FGFRL1	1	4	2	0
FHL2	9	0	0	0
FHOD1	2	0	0	0
FIB3	381	460	231	309
FIBP	9	1	3	0
FIS1	12	0	1	0
FKBP11	3	0	0	0
FKBP12	1	0	0	0
FKBP1A	27	0	0	0
FKBP2	33	0	0	0
FKBP3	6	0	0	0
FKBP4	32	0	0	0
FKBP8	18	0	0	0
FKBP9	3	1	0	0
FKRP	15	2	0	1
FLII	11	0	0	0
FLJ23867	11	0	0	0
FLNA	56	2	0	1
FLNB	6	0	0	0
FLOT1	27	0	0	0
FLOT2	4	2	0	0
FLYWCH1	4	0	0	2
FMNL2	813	918	584	730
FN1	36	0	0	0
FNDC3B	1	0	0	0
FNR1	13582	16349	6789	9114
FOCAD	3	0	0	0
FOS	15	0	0	0
FOSL2	10	0	0	0
FOXA3	14	0	0	0
FOXK2	5	0	0	0
FOXP1	5	0	0	0
FOXP4	18	0	0	0
FPGS	5	0	0	0
FPPS	2436	2922	2005	2461
FPS	524	612	680	821
FRK1	761	939	756	884
FRK4	440	584	392	539
FRK7	420	494	295	404
FSD1	14269	17453	3037	4013
FT1	0	2	1	0
FTL	394	12	3	3
FUCA1	19	0	0	0
FUCA2	4	0	0	0
FURIN	9	0	0	0
FUS	11	0	0	0
FUT2	2	0	0	0
FUT3	25	0	0	0
FXN	5	0	0	0
FXR2	9	0	0	0
FXYD3	357	1	0	1
FYTTD1	1	0	2	0
FZD5	1	0	0	0
Faah	4	0	2	0
Fabp1	92	22	69	8
Fabp2	2	0	0	0
Fabp5	3	0	0	0
Fads1	4	0	2	0
Fah	7	4	4	0
Fam120a	2	1	0	0
Fasn	8	0	8	0
FatB1	1031	1209	637	1169
Fbp1	28	4	4	3
Fbxw5	1	0	1	0
Fcgrt	1	1	0	0
Fdft1	4	0	0	0
Fdps	4	0	0	1
Fdx1	3	1	4	1
Fech	3	0	0	1
Fer1	0	1	74	90
Fetub	10	1	6	2
Fga	5	0	0	3
Fgb	131	18	62	16
Fgg	90	20	49	10
Fgl1	7	0	0	0
Fh1	2	0	0	0
Fis1	3	0	1	2
Fkbp8	3	0	0	2
Fmo5	26	1	0	2
Fn1	27	0	5	4
Fn54	4	0	0	0
Fow1	0	0	1	2
Foxa3	5	2	3	1
Foxq1	0	0	0	0
Fp	2	0	0	3
Frp1	0	0	1	2
Ftcd	16	0	4	2
Fth1	5	2	4	4
Ftl1	131	37	64	19
Furin	3	0	1	0
Fxyd1	5	4	2	2
G6PC3	11	0	0	0
G6PD	2	0	0	0
G6PD1	2070	2546	3114	3632
G6pc	0	2	1	0
GA20OX1	3	11	4	7
GA2ox1	141	140	31	34
GAA	3	0	0	0
GABARAP	57	1	2	0
GABARAPL1	0	0	2	0
GABARAPL2	8	0	0	0
GADD45A	5	0	0	0
GAI2	23	46	12	35
GALE	9	0	0	0
GALM	5	0	0	0
GALNT10	10	0	0	0
GALNT12	29	0	0	0
GAMMA-H2AX	144	243	322	248
GANAB	4	3	0	0
GAPDH	1	0	0	0
GAS2L1	6	0	0	0
GAS6	37	0	0	0
GBA	39	0	0	0
GBA2	9	0	0	0
GBF1	13	0	0	0
GCDH	3	0	0	0
GCG	0	0	0	0
GCN20	1	0	0	0
GCN5-related	18	3	3	4
GDA	3	0	0	0
GDE1	4	0	1	0
GDF15	136	2	0	0
GDH1	2191	2827	1802	2577
GDH2	60	59	102	123
GDI	64	0	0	0
GDI2	26	0	0	2
GDPD3	1	0	0	0
GEF	18	0	0	0
GEL1	0	0	56	82
GFAP	0	4	0	0
GFPT1	3	0	0	0
GGA1	9	0	0	0
GGCT	4	0	0	0
GGPPS5	1	6	1	7
GGPS4	3995	5205	2933	3786
GGT1	3	0	0	0
GGT5	2	0	0	0
GH1BG3	1003	1105	460	735
GH1BG5	490	601	857	1288
GH1BG6	79	53	9	40
GH3-1	410	476	107	143
GH3BG1	418	450	221	367
GH3BG5	1291	1567	1116	1771
GH3BG7	18	26	13	20
GH5BG1	154	174	96	172
GHITM	5	0	0	0
GHRLOS	4	0	0	0
GID1a	4848	5997	4089	5961
GID8	3	0	0	0
GIGYF1	14	0	0	1
GIMAP1-GIMAP5	3	0	0	0
GINM1	2	0	0	0
GIPC1	73	2	1	0
GIT2	0	0	0	0
GLA	2	0	0	0
GLB1	5	0	0	0
GLCATS	11	0	0	0
GLDC	1	0	0	1
GLDN	5	0	0	0
GLG1	3	0	0	0
GLIPR2	2	0	0	0
GLMP	7	0	0	0
GLO1	9	0	0	0
GLRX5	4	0	0	0
GLUD1	6	0	0	0
GLYCTK	5	0	0	0
GMDS	44	0	0	0
GMFG	5	0	0	0
GMGLYI-6	20	28	13	9
GMIP	7	0	0	0
GMP	1136	1372	1162	1617
GMPIN1B	0	0	1	0
GMPPA	8	0	0	0
GMPPB	22	0	0	0
GMPS	3	0	0	0
GNA11	3	0	0	0
GNAI2	21	2	0	0
GNAL	2	0	0	0
GNAS	75	3	0	0
GNB1	19	0	1	0
GNB5	7	0	0	0
GND1	8	11	11	33
GNG12	5	0	0	0
GNG5	23	0	1	0
GNPAT	10	0	1	0
GNPNAT1	4	0	0	0
GNPTAB	4	0	0	0
GNPTG	1	0	0	0
GOLGA2	3	0	0	0
GOLGA2P10	8	0	0	0
GOLGA3	23	0	0	0
GOT1	5	0	0	0
GOT2	16	0	0	0
GPA33	43	0	0	0
GPAT4	3	0	0	0
GPAT9	758	865	530	833
GPBP1L1	2	0	0	0
GPC1	7	0	0	0
GPD1	0	0	0	1
GPI	55	0	0	0
GPR153	18	0	0	0
GPR89B	4	0	0	0
GPS1	10	0	0	0
GPT	4	0	0	0
GPX1	34	0	0	2
GPX3	7	2	0	0
GPX4	26	1	0	0
GR	867	993	527	901
GRAMD4	0	0	0	0
GRB2	13	0	0	0
GRIN1	7	0	0	0
GRIPAP1	3	0	0	0
GRK2	17	0	0	0
GRPEL1	4	0	0	0
GRSF1	10	0	0	0
GRX	2	1	5	9
GSDMB	18	0	0	0
GSDMD	20	0	1	0
GSK3B	2	0	0	0
GSN	92	7	0	0
GSPATT00027802001	0	2	0	2
GSPT1	4	0	0	0
GSR	0	0	0	2
GSS	9	0	0	0
GST	1968	2671	1924	2347
GSTK1	27	1	0	1
GSTM4	5	0	0	0
GSTO1	9	1	0	0
GSTP1	91	1	1	0
GT	145	222	136	180
GT-2B	273	391	276	457
GT4	666	937	606	916
GTF2F2	4	0	0	0
GTF2H5	5	0	0	0
GUCA2A	74	4	0	2
GUCD1	8	0	0	0
GUCY2C	1	0	2	0
GUK1	41	3	0	0
GUSB	19	0	0	0
GW112	6	0	0	2
GYPC	1	0	0	0
Gak	2	0	0	0
Gamt	1	2	6	1
GapC	19	28	22	16
Gapdh	4	5	8	0
Gatad2b	2	0	0	0
Gbss	10536	12420	6708	9332
Gc	139	41	76	21
Gcat	2	0	0	0
Gcdh	0	3	0	0
Gcgr	1	0	3	0
Gclc	3	0	2	0
Ggact	3	0	1	0
Ghitm	3	0	2	0
Ghr	3	0	1	0
Gjb1	28	6	15	2
Gjb2	4	0	0	0
GlcNAc	6	0	0	1
Gln	1700	1930	856	1492
Gls2	2	0	0	0
Glud1	12	2	1	6
Glul	15	0	1	2
Gm10031	1	0	0	0
Gm10051	1	0	0	1
Gm10768	3	0	3	0
Gm12715	3	0	0	3
Gm12918	0	0	0	0
Gm14303	0	3	3	1
Gm15429	0	2	0	0
Gm21092	0	2	0	0
Gm21320	1806	559	638	267
Gm3873	4	1	0	0
Gm8355	1	0	0	0
Gm9531	1	0	0	0
Gnmt	52	7	13	4
Got1	0	0	2	0
Got2	10	1	7	1
Gpat4	3	2	1	0
Gpld1	1	0	2	0
Gpt	9	0	0	0
Gpt2	4	1	5	0
Gpx1	43	10	15	4
Gpx4	4	1	5	0
Grhpr	3	1	0	0
Grp94	6	0	0	0
Gsk3a	0	0	1	0
Gsta3	27	4	11	2
Gstm1	52	12	33	13
Gstz1	13	2	2	2
Gys2	0	0	0	0
H	1040	1325	794	1242
H-2K-f	55	17	23	9
H1FX	7	0	0	0
H2-Ke6	0	4	1	0
H2-Q10	3	1	4	0
H2AFV	6	0	0	0
H2AFY	16	0	0	0
H3	1	0	0	0
H3F3A	12	0	0	0
H3F3B	8	1	0	0
H3a	3	0	0	0
H6pd	7	0	0	0
HADH	2	0	0	0
HARS	5	0	0	0
HAS3	8	0	0	0
HBA2	4	0	0	0
HCAR	2003	2254	1345	1751
HCRT	3	0	0	0
HCT	705	756	936	971
HD	4	0	0	0
HDAC1	26	0	0	0
HDAC10	10	0	0	0
HDAC2	2	0	0	0
HDAC3	3	0	0	0
HDDC3	3	0	0	0
HDGF	19	0	0	0
HDGFL2	4	0	0	1
HDHD3	17	0	0	0
HDL	7	0	1	0
HDLBP	12	0	0	0
HDR	9657	11700	7503	10015
HDR1	474	599	372	664
HDS	5784	6690	3935	5718
HEBP2	8	0	0	0
HECA	1	0	0	0
HEL-68	11	0	0	0
HEL-S-111	32	0	0	0
HEL-S-128m	5	0	0	0
HEL-S-129m	9	0	1	0
HEL-S-130P	332	7	9	0
HEL-S-166mP	4	0	0	0
HEL-S-17	84	0	0	1
HEL-S-26	2	0	0	0
HEL-S-276	34	1	0	0
HEL-S-304	26	0	0	0
HEL-S-32	15	0	0	4
HEL-S-60p	9	0	0	0
HEL-S-69p	146	1	1	9
HEL-S-77	14	0	0	0
HEL-S-93n	75	3	0	0
HEL-S-98	6	0	0	0
HEL46	22	0	0	0
HEPACAM2	8	0	0	0
HEPH	41	0	0	0
HERC2P2	3	0	1	0
HERPUD1	7	0	0	0
HES1	4	0	0	0
HES2	3	0	0	0
HES6	5	0	0	0
HEXDC	11	0	0	0
HEYL	2	0	1	0
HFO2401	23	16	24	39
HGD	8	0	0	0
HGS	6	0	0	0
HIBADH	5	0	0	0
HID1	2	2	0	0
HIF1AN	1	0	0	1
HIGD1A	4	0	1	2
HIGD2A	24	0	0	0
HINT1	29	1	0	0
HIP1R	0	0	0	0
HIST1H2BD	3	0	0	0
HIST1H2BK	6	0	0	0
HIV-1	9	0	0	0
HK1	5	0	0	0
HKL1	347	466	388	540
HLA-A	425	3	2	2
HLA-DMA	8	0	0	0
HLA-DMB	2	0	0	0
HLA-DPA1	1	0	0	0
HLA-DPB1	9	0	1	0
HLA-DRB5	20	0	0	0
HLA-E	53	2	7	0
HM13	21	0	2	0
HMG2	0	0	0	0
HMG20B	7	0	2	0
HMGA1	12	0	0	0
HMGB1	5	2	0	0
HMGB2101	0	0	0	1
HMGCL	9	0	0	0
HMGCS1	4	0	0	0
HMGCS2	31	0	0	1
HMGN1	17	0	0	0
HMGR1	376	440	1172	1481
HMGR2	653	775	574	924
HN1	11	0	0	0
HNF1A	2	0	0	0
HNF4A	9	0	0	0
HNRNPA1	32	0	1	3
HNRNPA2B1	19	1	0	0
HNRNPA3	7	0	4	0
HNRNPC	12	0	2	0
HNRNPD	5	0	0	0
HNRNPDL	3	0	0	0
HNRNPF	2	0	0	0
HNRNPH3	6	0	0	0
HNRNPK	22	0	0	0
HNRNPL	1	2	0	0
HNRNPM	4	0	0	0
HNRNPU	10	0	0	0
HNRNPUL1	2	0	0	0
HNRNPUL2	4	0	0	0
HOX-G1	21	38	14	14
HOXB13	14	0	0	0
HOXB5	2	0	0	0
HOXD10	5	0	0	0
HOXD13	5	0	0	0
HOXD9	3	0	0	0
HP1BP3	10	0	0	0
HPCA	2	0	0	0
HPCAL1	3	0	0	0
HPS	3	0	0	0
HR	13	0	0	0
HRAS	13	0	0	0
HS6ST1	3	0	0	0
HSBP1	22	0	0	0
HSC70	0	0	84	285
HSD11B2	55	0	0	0
HSD17B1	3	0	0	0
HSD17B11	17	0	0	0
HSF1	19	1	0	0
HSF4	3	0	0	0
HSH2D	3	0	0	0
HSP70	22	23	74	61
HSP70-1	9	17	22	35
HSP70-3	5243	6215	1180	1677
HSP90AB1	2	0	7	0
HSPCA	51	0	0	2
HSPG2	2	1	0	0
HTRA1	2	5	0	0
HYOU1	3	0	0	0
Haao	1	2	3	2
Hacd3	2	1	0	0
Hadha	0	2	0	0
Hadhb	0	0	0	0
Hal	9	1	4	0
Hamp	21	4	14	0
Hao1	0	2	1	0
Hars	0	0	0	0
Hc	3	2	0	1
Hdgfl2	3	0	0	0
Hebp1	8	0	1	0
Helz2	1	0	1	0
Herpud1	37	7	12	3
Hes6	4	0	0	0
Hgd	7	0	8	4
Hgfac	4	3	2	2
Hhex	1	0	0	0
Hint1	2	0	0	0
His	189	232	149	190
Hist2h2aa1	0	0	7	1
Hlf	2	0	3	0
Hmgb1	0	0	0	0
Hmgcl	7	0	2	0
Hmgcs2	96	17	34	11
Hmgn1	0	0	1	1
Hnf4a	16	1	0	0
Hnrnpa2b1	0	2	4	0
Hnrnpab	2	0	0	0
Hoga1	3	0	2	0
Hp	121	19	48	16
Hpd	18	2	7	2
Hpn	26	2	6	0
Hpx	148	28	67	16
Hrg	10	3	8	1
Hs6st1	0	1	2	0
Hsd11b1	3	5	4	1
Hsd3b5	3	0	1	0
Hsd3b7	6	5	13	3
HsfA9	1167	1493	832	1131
HsfB2c	46	62	17	32
Hsp10	24	1	0	0
Hsp110	8	0	0	0
Hsp40	123	1	3	0
Hsp60	9	0	0	0
Hsp70	80	6	5	0
Hsp70c	0	0	0	1
Hsp90aa1	0	0	0	1
Hspa5	4	3	0	0
Hspa9	3	1	3	4
Human	22	6	6	8
Hyal1	2	0	0	0
Hyou1	1	0	0	0
I	754	1036	1325	1283
IARS	6	0	0	0
IARS2	4	0	1	0
ICAM1	5	0	0	0
ID1	57	1	0	0
ID2	4	0	0	0
IDH	1207	1438	1581	1944
IDH2	13	0	0	0
IDH3A	3	0	0	0
IDH3B	12	0	0	0
IDH3G	9	0	0	0
IDUA	5	0	0	0
IER3IP1	5	0	0	0
IER5	15	0	0	0
IFI27	63	0	0	0
IFI30	29	0	0	0
IFITM10	4	0	0	0
IFITM3	47	2	0	0
IFRD2	3	0	0	0
IFT22	2	0	0	0
IFT27	7	0	0	0
IFT52	5	0	0	0
IFT57	7	0	0	0
IFT88	2	0	0	0
IGFBP2	14	0	0	0
IGFBP3	8	0	0	0
IGFBP4	38	1	0	0
IGFBP6	6	0	0	0
IGFBP7	11	5	0	0
IGH	2	0	0	0
IGHG1	2	0	0	0
IHH	5	0	0	0
II	4038	4922	4821	6038
IKBKB	4	2	0	0
IL10RB	2	0	0	0
IL13RA1	11	0	0	0
IL17RE	5	0	0	0
IL1B	3	0	0	0
IL22RA1	4	0	4	0
IL2RG	35	0	0	0
IL32	51	1	0	0
ILF2	14	2	0	0
ILF3	2	0	0	0
ILK	8	0	1	0
ILKAP	10	1	0	0
ILVBL	4	0	0	0
IMP3	11	0	0	0
IMP4	3	0	0	0
IMPDH2	28	4	0	0
INAFM1	1	0	0	0
INF2	23	0	1	0
INO80E	15	0	0	0
INPP5B	5	0	0	0
INPP5K	4	0	0	0
INSL3	2	0	0	0
INTS1	8	0	0	0
INTS12	2	0	0	0
INTS4	4	0	0	0
IP6K2	28	1	0	0
IQCH-AS1	5	0	0	0
IQGAP1	21	0	0	0
IQGAP2	4	0	0	0
IRAK1	7	0	0	0
IRF2BP1	2	0	0	0
IRF6	4	0	0	0
IRF8	6	1	0	0
IRF9	4	0	0	0
ISCU	6	0	0	0
ISG15	15	0	0	0
ISX	2	0	0	0
ITGA3	14	1	1	0
ITGA5	5	0	0	0
ITGA6	12	0	0	0
ITGB1BP2	8	0	0	0
ITGB1P1	8	0	0	0
ITGB4	7	2	0	0
ITLN1	447	4	3	1
ITM2B	9	0	0	0
ITM2C	23	0	0	2
ITPK1	10	0	0	0
ITPKB	4	0	0	0
ITPKC	1	0	0	0
ITPR3	4	0	0	0
IVD	1	1	0	0
IWU1	2	0	0	0
IX	0	2	7	6
Iah1	0	5	0	0
Ibbfruct3	15	27	9	9
Icap-1a	7	0	0	0
Ide	0	0	2	0
Idh1	4	0	0	1
Idh2	2	0	1	0
Idh3b	1	0	0	4
Ifi27	0	0	0	0
Ifitm3	18	0	4	1
Ig	30	1	7	3
Igf1	6	1	2	0
Igfbp2	24	1	1	1
Igfbp4	22	6	17	10
Igfbp7	1	0	2	1
Igh	0	3	2	0
Iigp1	2	0	0	1
Insig1	0	2	4	0
Irf2	12	0	3	0
Iscu	4	0	2	0
Isoc2a	4	0	5	0
Itih1	12	0	5	1
Itih2	19	2	6	0
Itih3	12	1	2	1
Itih4	38	8	9	1
Itm2b	32	2	8	3
J8b	0	0	0	0
JAML	16	0	0	0
JCHAIN	170	2	2	0
JMJD6	1	0	0	0
JMJD8	11	0	0	0
