gene	contig_count	contigs	is_tf	annotation_column
c144274_g1_i1	1	c144274_g1_i1	0	KO_EUK
c144275_g1_i1	1	c144275_g1_i1	0	KO_EUK
c144276_g1_i1	1	c144276_g1_i1	0	KO_EUK
c144277_g1_i1	1	c144277_g1_i1	0	KO_EUK
c144278_g1_i1	1	c144278_g1_i1	1	KO_EUK
c144279_g1_i1	1	c144279_g1_i1	0	KO_EUK
c144280_g1_i1	1	c144280_g1_i1	0	KO_EUK
c144281_g1_i1	1	c144281_g1_i1	0	KO_EUK
c144282_g1_i1	1	c144282_g1_i1	0	KO_EUK
c144283_g1_i1	1	c144283_g1_i1	0	KO_EUK
c144284_g1_i1	1	c144284_g1_i1	0	KO_EUK
c144285_g1_i1	1	c144285_g1_i1	0	KO_EUK
c144287_g1_i1	1	c144287_g1_i1	0	KO_EUK
c144288_g1_i1	1	c144288_g1_i1	0	KO_EUK
c144289_g1_i1	1	c144289_g1_i1	0	KO_EUK
c144290_g1_i1	1	c144290_g1_i1	0	KO_EUK
c144291_g1_i1	1	c144291_g1_i1	0	KO_EUK
c144292_g1_i1	1	c144292_g1_i1	0	KO_EUK
c144293_g1_i1	1	c144293_g1_i1	0	KO_EUK
c144295_g1_i1	1	c144295_g1_i1	0	KO_EUK
c144296_g1_i1	1	c144296_g1_i1	0	KO_EUK
c144298_g1_i1	1	c144298_g1_i1	0	KO_EUK
c144299_g1_i1	1	c144299_g1_i1	0	KO_EUK
c144300_g1_i1	1	c144300_g1_i1	0	KO_EUK
c144301_g1_i1	1	c144301_g1_i1	0	KO_EUK
c144302_g1_i1	1	c144302_g1_i1	0	KO_EUK
c144303_g1_i1	1	c144303_g1_i1	0	KO_EUK
c144304_g1_i1	1	c144304_g1_i1	0	KO_EUK
c144307_g1_i1	1	c144307_g1_i1	0	KO_EUK
c144308_g1_i1	1	c144308_g1_i1	0	KO_EUK
c144309_g1_i1	1	c144309_g1_i1	0	KO_EUK
c144310_g1_i1	1	c144310_g1_i1	0	KO_EUK
c144312_g1_i1	1	c144312_g1_i1	0	KO_EUK
c144313_g1_i1	1	c144313_g1_i1	0	KO_EUK
c144314_g1_i1	1	c144314_g1_i1	0	KO_EUK
c144315_g1_i1	1	c144315_g1_i1	0	KO_EUK
c144316_g1_i1	1	c144316_g1_i1	0	KO_EUK
c144317_g1_i1	1	c144317_g1_i1	0	KO_EUK
c144319_g1_i1	1	c144319_g1_i1	0	KO_EUK
c144320_g1_i1	1	c144320_g1_i1	1	KO_EUK
c144321_g1_i1	1	c144321_g1_i1	0	KO_EUK
c144322_g1_i1	1	c144322_g1_i1	0	KO_EUK
c144323_g1_i1	1	c144323_g1_i1	0	KO_EUK
c144324_g1_i1	1	c144324_g1_i1	0	KO_EUK
c144326_g1_i1	1	c144326_g1_i1	0	KO_EUK
c144327_g1_i1	1	c144327_g1_i1	0	KO_EUK
c144328_g1_i1	1	c144328_g1_i1	0	KO_EUK
c144329_g1_i1	1	c144329_g1_i1	0	KO_EUK
c144330_g1_i1	1	c144330_g1_i1	0	KO_EUK
c144331_g1_i1	1	c144331_g1_i1	0	KO_EUK
c144334_g1_i1	1	c144334_g1_i1	0	KO_EUK
c144335_g1_i1	1	c144335_g1_i1	0	KO_EUK
c144336_g1_i1	1	c144336_g1_i1	0	KO_EUK
c144337_g1_i1	1	c144337_g1_i1	0	KO_EUK
c144338_g1_i1	1	c144338_g1_i1	0	KO_EUK
c144339_g1_i1	1	c144339_g1_i1	0	KO_EUK
c14433_g1_i1	1	c14433_g1_i1	0	KO_EUK
c144340_g1_i1	1	c144340_g1_i1	0	KO_EUK
c144341_g1_i1	1	c144341_g1_i1	0	KO_EUK
c144342_g1_i1	1	c144342_g1_i1	0	KO_EUK
c144343_g1_i1	1	c144343_g1_i1	0	KO_EUK
c144344_g1_i1	1	c144344_g1_i1	0	KO_EUK
c144346_g1_i1	1	c144346_g1_i1	0	KO_EUK
c144347_g1_i1	1	c144347_g1_i1	0	KO_EUK
c144348_g1_i1	1	c144348_g1_i1	0	KO_EUK
c144349_g1_i1	1	c144349_g1_i1	0	KO_EUK
c144351_g1_i1	1	c144351_g1_i1	0	KO_EUK
c144352_g1_i1	1	c144352_g1_i1	0	KO_EUK
c144353_g1_i1	1	c144353_g1_i1	0	KO_EUK
c144355_g1_i1	1	c144355_g1_i1	0	KO_EUK
c144356_g1_i1	1	c144356_g1_i1	0	KO_EUK
c144357_g1_i1	1	c144357_g1_i1	0	KO_EUK
c144358_g1_i1	1	c144358_g1_i1	0	KO_EUK
c144359_g1_i1	1	c144359_g1_i1	0	KO_EUK
c144360_g1_i1	1	c144360_g1_i1	0	KO_EUK
c144361_g1_i1	1	c144361_g1_i1	0	KO_EUK
c144362_g1_i1	1	c144362_g1_i1	0	KO_EUK
c144363_g1_i1	1	c144363_g1_i1	0	KO_EUK
c144364_g1_i1	1	c144364_g1_i1	0	KO_EUK
c144365_g1_i1	1	c144365_g1_i1	0	KO_EUK
c144366_g1_i1	1	c144366_g1_i1	0	KO_EUK
c144368_g1_i1	1	c144368_g1_i1	0	KO_EUK
c144370_g1_i1	1	c144370_g1_i1	0	KO_EUK
c144371_g1_i1	1	c144371_g1_i1	0	KO_EUK
c144372_g1_i1	1	c144372_g1_i1	0	KO_EUK
c144373_g1_i1	1	c144373_g1_i1	0	KO_EUK
c144374_g1_i1	1	c144374_g1_i1	0	KO_EUK
c144375_g1_i1	1	c144375_g1_i1	0	KO_EUK
c144376_g1_i1	1	c144376_g1_i1	0	KO_EUK
c144378_g1_i1	1	c144378_g1_i1	0	KO_EUK
c144379_g1_i1	1	c144379_g1_i1	0	KO_EUK
c14437_g1_i1	1	c14437_g1_i1	0	KO_EUK
c144380_g1_i1	1	c144380_g1_i1	0	KO_EUK
c144381_g1_i1	1	c144381_g1_i1	0	KO_EUK
c144382_g1_i1	1	c144382_g1_i1	0	KO_EUK
c144383_g1_i1	1	c144383_g1_i1	0	KO_EUK
c144384_g1_i1	1	c144384_g1_i1	0	KO_EUK
c144385_g1_i1	1	c144385_g1_i1	0	KO_EUK
c144386_g1_i1	1	c144386_g1_i1	0	KO_EUK
c144387_g1_i1	1	c144387_g1_i1	0	KO_EUK
c144388_g1_i1	1	c144388_g1_i1	0	KO_EUK
c144389_g1_i1	1	c144389_g1_i1	0	KO_EUK
c144390_g1_i1	1	c144390_g1_i1	0	KO_EUK
c144391_g1_i1	1	c144391_g1_i1	0	KO_EUK
c144393_g1_i1	1	c144393_g1_i1	0	KO_EUK
c144394_g1_i1	1	c144394_g1_i1	0	KO_EUK
c144395_g1_i1	1	c144395_g1_i1	0	KO_EUK
c144396_g1_i1	1	c144396_g1_i1	0	KO_EUK
c144398_g1_i1	1	c144398_g1_i1	0	KO_EUK
c144399_g1_i1	1	c144399_g1_i1	0	KO_EUK
c144400_g1_i1	1	c144400_g1_i1	0	KO_EUK
c144401_g1_i1	1	c144401_g1_i1	0	KO_EUK
c144402_g1_i1	1	c144402_g1_i1	0	KO_EUK
c144404_g1_i1	1	c144404_g1_i1	0	KO_EUK
c144405_g1_i1	1	c144405_g1_i1	0	KO_EUK
c144406_g1_i1	1	c144406_g1_i1	0	KO_EUK
c144407_g1_i1	1	c144407_g1_i1	0	KO_EUK
c144408_g1_i1	1	c144408_g1_i1	0	KO_EUK
c144409_g1_i1	1	c144409_g1_i1	0	KO_EUK
c144411_g1_i1	1	c144411_g1_i1	0	KO_EUK
c144412_g1_i1	1	c144412_g1_i1	0	KO_EUK
c144413_g1_i1	1	c144413_g1_i1	0	KO_EUK
c144414_g1_i1	1	c144414_g1_i1	0	KO_EUK
c144415_g1_i1	1	c144415_g1_i1	0	KO_EUK
c144417_g1_i1	1	c144417_g1_i1	0	KO_EUK
c144418_g1_i1	1	c144418_g1_i1	0	KO_EUK
c144419_g1_i1	1	c144419_g1_i1	0	KO_EUK
c144420_g1_i1	1	c144420_g1_i1	0	KO_EUK
c144421_g1_i1	1	c144421_g1_i1	0	KO_EUK
c144422_g1_i1	1	c144422_g1_i1	0	KO_EUK
c144423_g1_i1	1	c144423_g1_i1	0	KO_EUK
c144424_g1_i1	1	c144424_g1_i1	0	KO_EUK
c144425_g1_i1	1	c144425_g1_i1	0	KO_EUK
c144426_g1_i1	1	c144426_g1_i1	0	KO_EUK
c144427_g1_i1	1	c144427_g1_i1	0	KO_EUK
c144428_g1_i1	1	c144428_g1_i1	0	KO_EUK
c144430_g1_i1	1	c144430_g1_i1	0	KO_EUK
c144431_g1_i1	1	c144431_g1_i1	0	KO_EUK
c144432_g1_i1	1	c144432_g1_i1	0	KO_EUK
c144433_g1_i1	1	c144433_g1_i1	0	KO_EUK
c144434_g1_i1	1	c144434_g1_i1	0	KO_EUK
c144435_g1_i1	1	c144435_g1_i1	0	KO_EUK
c144436_g1_i1	1	c144436_g1_i1	0	KO_EUK
c144437_g1_i1	1	c144437_g1_i1	0	KO_EUK
c144438_g1_i1	1	c144438_g1_i1	0	KO_EUK
c144439_g1_i1	1	c144439_g1_i1	0	KO_EUK
c14443_g1_i1	1	c14443_g1_i1	0	KO_EUK
c144440_g1_i1	1	c144440_g1_i1	0	KO_EUK
c144441_g1_i1	1	c144441_g1_i1	0	KO_EUK
c144442_g1_i1	1	c144442_g1_i1	0	KO_EUK
c144443_g1_i1	1	c144443_g1_i1	0	KO_EUK
c144444_g1_i1	1	c144444_g1_i1	0	KO_EUK
c144445_g1_i1	1	c144445_g1_i1	0	KO_EUK
c144448_g1_i1	1	c144448_g1_i1	0	KO_EUK
c144449_g1_i1	1	c144449_g1_i1	0	KO_EUK
c144450_g1_i1	1	c144450_g1_i1	0	KO_EUK
c144452_g1_i1	1	c144452_g1_i1	0	KO_EUK
c144453_g1_i1	1	c144453_g1_i1	0	KO_EUK
c144455_g1_i1	1	c144455_g1_i1	0	KO_EUK
c144456_g1_i1	1	c144456_g1_i1	0	KO_EUK
c144458_g1_i1	1	c144458_g1_i1	0	KO_EUK
c144459_g1_i1	1	c144459_g1_i1	0	KO_EUK
c144460_g1_i1	1	c144460_g1_i1	0	KO_EUK
c144461_g1_i1	1	c144461_g1_i1	0	KO_EUK
c144462_g1_i1	1	c144462_g1_i1	0	KO_EUK
c144463_g1_i1	1	c144463_g1_i1	0	KO_EUK
c144464_g1_i1	1	c144464_g1_i1	0	KO_EUK
c144465_g1_i1	1	c144465_g1_i1	0	KO_EUK
c144468_g1_i1	1	c144468_g1_i1	0	KO_EUK
c14446_g1_i1	1	c14446_g1_i1	0	KO_EUK
c144471_g1_i1	1	c144471_g1_i1	0	KO_EUK
c144472_g1_i1	1	c144472_g1_i1	0	KO_EUK
c144473_g1_i1	1	c144473_g1_i1	0	KO_EUK
c144476_g1_i1	1	c144476_g1_i1	0	KO_EUK
c144477_g1_i1	1	c144477_g1_i1	0	KO_EUK
c144479_g1_i1	1	c144479_g1_i1	0	KO_EUK
c144480_g1_i1	1	c144480_g1_i1	0	KO_EUK
c144481_g1_i1	1	c144481_g1_i1	0	KO_EUK
c144482_g1_i1	1	c144482_g1_i1	0	KO_EUK
c144483_g1_i1	1	c144483_g1_i1	0	KO_EUK
c144484_g1_i1	1	c144484_g1_i1	0	KO_EUK
c144485_g1_i1	1	c144485_g1_i1	0	KO_EUK
c144486_g1_i1	1	c144486_g1_i1	0	KO_EUK
c144487_g1_i1	1	c144487_g1_i1	0	KO_EUK
c144488_g1_i1	1	c144488_g1_i1	0	KO_EUK
c144490_g1_i1	1	c144490_g1_i1	0	KO_EUK
c144491_g1_i1	1	c144491_g1_i1	0	KO_EUK
c144494_g1_i1	1	c144494_g1_i1	0	KO_EUK
c144495_g1_i1	1	c144495_g1_i1	0	KO_EUK
c144497_g1_i1	1	c144497_g1_i1	0	KO_EUK
c144498_g1_i1	1	c144498_g1_i1	0	KO_EUK
c144499_g1_i1	1	c144499_g1_i1	0	KO_EUK
c1444_g1_i1	1	c1444_g1_i1	0	KO_EUK
c1444_g2_i1	1	c1444_g2_i1	0	KO_EUK
c144500_g1_i1	1	c144500_g1_i1	0	KO_EUK
c144501_g1_i1	1	c144501_g1_i1	0	KO_EUK
c144502_g1_i1	1	c144502_g1_i1	0	KO_EUK
c144504_g1_i1	1	c144504_g1_i1	0	KO_EUK
c144505_g1_i1	1	c144505_g1_i1	0	KO_EUK
c144506_g1_i1	1	c144506_g1_i1	0	KO_EUK
c144507_g1_i1	1	c144507_g1_i1	0	KO_EUK
c144508_g1_i1	1	c144508_g1_i1	0	KO_EUK
c144509_g1_i1	1	c144509_g1_i1	0	KO_EUK
c144510_g1_i1	1	c144510_g1_i1	0	KO_EUK
c144511_g1_i1	1	c144511_g1_i1	0	KO_EUK
c144512_g1_i1	1	c144512_g1_i1	0	KO_EUK
c144513_g1_i1	1	c144513_g1_i1	0	KO_EUK
c144514_g1_i1	1	c144514_g1_i1	0	KO_EUK
c144515_g1_i1	1	c144515_g1_i1	0	KO_EUK
c144516_g1_i1	1	c144516_g1_i1	0	KO_EUK
c144517_g1_i1	1	c144517_g1_i1	0	KO_EUK
c144518_g1_i1	1	c144518_g1_i1	0	KO_EUK
c144519_g1_i1	1	c144519_g1_i1	0	KO_EUK
c144520_g1_i1	1	c144520_g1_i1	0	KO_EUK
c144521_g1_i1	1	c144521_g1_i1	0	KO_EUK
c144522_g1_i1	1	c144522_g1_i1	0	KO_EUK
c144524_g1_i1	1	c144524_g1_i1	0	KO_EUK
c144525_g1_i1	1	c144525_g1_i1	0	KO_EUK
c144526_g1_i1	1	c144526_g1_i1	0	KO_EUK
c144527_g1_i1	1	c144527_g1_i1	0	KO_EUK
c144528_g1_i1	1	c144528_g1_i1	0	KO_EUK
c144529_g1_i1	1	c144529_g1_i1	0	KO_EUK
c14452_g1_i1	1	c14452_g1_i1	0	KO_EUK
c144530_g1_i1	1	c144530_g1_i1	0	KO_EUK
c144531_g1_i1	1	c144531_g1_i1	0	KO_EUK
c144532_g1_i1	1	c144532_g1_i1	0	KO_EUK
c144533_g1_i1	1	c144533_g1_i1	0	KO_EUK
c144534_g1_i1	1	c144534_g1_i1	0	KO_EUK
c144537_g1_i1	1	c144537_g1_i1	0	KO_EUK
c144538_g1_i1	1	c144538_g1_i1	0	KO_EUK
c144539_g1_i1	1	c144539_g1_i1	0	KO_EUK
c144540_g1_i1	1	c144540_g1_i1	0	KO_EUK
c144542_g1_i1	1	c144542_g1_i1	0	KO_EUK
c144543_g1_i1	1	c144543_g1_i1	0	KO_EUK
c144544_g1_i1	1	c144544_g1_i1	0	KO_EUK
c144545_g1_i1	1	c144545_g1_i1	0	KO_EUK
c144546_g1_i1	1	c144546_g1_i1	0	KO_EUK
c144547_g1_i1	1	c144547_g1_i1	0	KO_EUK
c144548_g1_i1	1	c144548_g1_i1	0	KO_EUK
c14454_g1_i1	1	c14454_g1_i1	0	KO_EUK
c144550_g1_i1	1	c144550_g1_i1	0	KO_EUK
c144552_g1_i1	1	c144552_g1_i1	0	KO_EUK
c144553_g1_i1	1	c144553_g1_i1	0	KO_EUK
c144554_g1_i1	1	c144554_g1_i1	0	KO_EUK
c144555_g1_i1	1	c144555_g1_i1	0	KO_EUK
c144556_g1_i1	1	c144556_g1_i1	0	KO_EUK
c144557_g1_i1	1	c144557_g1_i1	0	KO_EUK
c144558_g1_i1	1	c144558_g1_i1	0	KO_EUK
c144560_g1_i1	1	c144560_g1_i1	0	KO_EUK
c144561_g1_i1	1	c144561_g1_i1	0	KO_EUK
c144562_g1_i1	1	c144562_g1_i1	0	KO_EUK
c144563_g1_i1	1	c144563_g1_i1	0	KO_EUK
c144564_g1_i1	1	c144564_g1_i1	0	KO_EUK
c144565_g1_i1	1	c144565_g1_i1	0	KO_EUK
c144566_g1_i1	1	c144566_g1_i1	0	KO_EUK
c144567_g1_i1	1	c144567_g1_i1	0	KO_EUK
c144568_g1_i1	1	c144568_g1_i1	0	KO_EUK
c144569_g1_i1	1	c144569_g1_i1	0	KO_EUK
c144570_g1_i1	1	c144570_g1_i1	0	KO_EUK
c144571_g1_i1	1	c144571_g1_i1	0	KO_EUK
c144572_g1_i1	1	c144572_g1_i1	0	KO_EUK
c144573_g1_i1	1	c144573_g1_i1	0	KO_EUK
c144574_g1_i1	1	c144574_g1_i1	0	KO_EUK
c144575_g1_i1	1	c144575_g1_i1	0	KO_EUK
c144576_g1_i1	1	c144576_g1_i1	0	KO_EUK
c144577_g1_i1	1	c144577_g1_i1	0	KO_EUK
c144578_g1_i1	1	c144578_g1_i1	0	KO_EUK
c14457_g1_i1	1	c14457_g1_i1	0	KO_EUK
c144580_g1_i1	1	c144580_g1_i1	0	KO_EUK
c144581_g1_i1	1	c144581_g1_i1	0	KO_EUK
c144584_g1_i1	1	c144584_g1_i1	0	KO_EUK
c144586_g1_i1	1	c144586_g1_i1	0	KO_EUK
c144587_g1_i1	1	c144587_g1_i1	0	KO_EUK
c144588_g1_i1	1	c144588_g1_i1	0	KO_EUK
c144589_g1_i1	1	c144589_g1_i1	0	KO_EUK
c144591_g1_i1	1	c144591_g1_i1	0	KO_EUK
c144592_g1_i1	1	c144592_g1_i1	0	KO_EUK
c144593_g1_i1	1	c144593_g1_i1	0	KO_EUK
c144595_g1_i1	1	c144595_g1_i1	0	KO_EUK
c144596_g1_i1	1	c144596_g1_i1	0	KO_EUK
c144597_g1_i1	1	c144597_g1_i1	1	KO_EUK
c144598_g1_i1	1	c144598_g1_i1	0	KO_EUK
c144599_g1_i1	1	c144599_g1_i1	0	KO_EUK
c144600_g1_i1	1	c144600_g1_i1	0	KO_EUK
c144601_g1_i1	1	c144601_g1_i1	0	KO_EUK
c144602_g1_i1	1	c144602_g1_i1	0	KO_EUK
c144603_g1_i1	1	c144603_g1_i1	0	KO_EUK
c144605_g1_i1	1	c144605_g1_i1	0	KO_EUK
c144606_g1_i1	1	c144606_g1_i1	0	KO_EUK
c144607_g1_i1	1	c144607_g1_i1	0	KO_EUK
c144608_g1_i1	1	c144608_g1_i1	0	KO_EUK
c144610_g1_i1	1	c144610_g1_i1	0	KO_EUK
c144611_g1_i1	1	c144611_g1_i1	0	KO_EUK
c144612_g1_i1	1	c144612_g1_i1	0	KO_EUK
c144613_g1_i1	1	c144613_g1_i1	0	KO_EUK
c144614_g1_i1	1	c144614_g1_i1	0	KO_EUK
c144615_g1_i1	1	c144615_g1_i1	0	KO_EUK
c144616_g1_i1	1	c144616_g1_i1	0	KO_EUK
c144617_g1_i1	1	c144617_g1_i1	0	KO_EUK
c144620_g1_i1	1	c144620_g1_i1	0	KO_EUK
c144621_g1_i1	1	c144621_g1_i1	0	KO_EUK
c144622_g1_i1	1	c144622_g1_i1	0	KO_EUK
c144623_g1_i1	1	c144623_g1_i1	0	KO_EUK
c144624_g1_i1	1	c144624_g1_i1	0	KO_EUK
c144625_g1_i1	1	c144625_g1_i1	0	KO_EUK
c144626_g1_i1	1	c144626_g1_i1	0	KO_EUK
c144628_g1_i1	1	c144628_g1_i1	0	KO_EUK
c144629_g1_i1	1	c144629_g1_i1	0	KO_EUK
c144630_g1_i1	1	c144630_g1_i1	0	KO_EUK
c144631_g1_i1	1	c144631_g1_i1	0	KO_EUK
c144632_g1_i1	1	c144632_g1_i1	0	KO_EUK
c144633_g1_i1	1	c144633_g1_i1	0	KO_EUK
c144634_g1_i1	1	c144634_g1_i1	0	KO_EUK
c144635_g1_i1	1	c144635_g1_i1	0	KO_EUK
c144636_g1_i1	1	c144636_g1_i1	0	KO_EUK
c144637_g1_i1	1	c144637_g1_i1	0	KO_EUK
c144638_g1_i1	1	c144638_g1_i1	0	KO_EUK
c144639_g1_i1	1	c144639_g1_i1	0	KO_EUK
c144640_g1_i1	1	c144640_g1_i1	0	KO_EUK
c144641_g1_i1	1	c144641_g1_i1	0	KO_EUK
c144642_g1_i1	1	c144642_g1_i1	0	KO_EUK
c144644_g1_i1	1	c144644_g1_i1	0	KO_EUK
c144645_g1_i1	1	c144645_g1_i1	0	KO_EUK
c144646_g1_i1	1	c144646_g1_i1	0	KO_EUK
c144647_g1_i1	1	c144647_g1_i1	0	KO_EUK
c144648_g1_i1	1	c144648_g1_i1	0	KO_EUK
c144649_g1_i1	1	c144649_g1_i1	0	KO_EUK
c144650_g1_i1	1	c144650_g1_i1	0	KO_EUK
c144651_g1_i1	1	c144651_g1_i1	0	KO_EUK
c144652_g1_i1	1	c144652_g1_i1	0	KO_EUK
c144653_g1_i1	1	c144653_g1_i1	0	KO_EUK
c144654_g1_i1	1	c144654_g1_i1	0	KO_EUK
c144655_g1_i1	1	c144655_g1_i1	0	KO_EUK
c144656_g1_i1	1	c144656_g1_i1	0	KO_EUK
c144657_g1_i1	1	c144657_g1_i1	0	KO_EUK
c144658_g1_i1	1	c144658_g1_i1	0	KO_EUK
c144659_g1_i1	1	c144659_g1_i1	0	KO_EUK
c144660_g1_i1	1	c144660_g1_i1	0	KO_EUK
c144661_g1_i1	1	c144661_g1_i1	0	KO_EUK
c144662_g1_i1	1	c144662_g1_i1	0	KO_EUK
c144664_g1_i1	1	c144664_g1_i1	0	KO_EUK
c144665_g1_i1	1	c144665_g1_i1	0	KO_EUK
c144666_g1_i1	1	c144666_g1_i1	0	KO_EUK
c144667_g1_i1	1	c144667_g1_i1	0	KO_EUK
c144668_g1_i1	1	c144668_g1_i1	0	KO_EUK
c144669_g1_i1	1	c144669_g1_i1	0	KO_EUK
c144670_g1_i1	1	c144670_g1_i1	0	KO_EUK
c144671_g1_i1	1	c144671_g1_i1	0	KO_EUK
c144672_g1_i1	1	c144672_g1_i1	0	KO_EUK
c144673_g1_i1	1	c144673_g1_i1	0	KO_EUK
c144675_g1_i1	1	c144675_g1_i1	0	KO_EUK
c144676_g1_i1	1	c144676_g1_i1	0	KO_EUK
c144677_g1_i1	1	c144677_g1_i1	0	KO_EUK
c144678_g1_i1	1	c144678_g1_i1	0	KO_EUK
c144679_g1_i1	1	c144679_g1_i1	0	KO_EUK
c144681_g1_i1	1	c144681_g1_i1	0	KO_EUK
c144682_g1_i1	1	c144682_g1_i1	0	KO_EUK
c144684_g1_i1	1	c144684_g1_i1	0	KO_EUK
c144685_g1_i1	1	c144685_g1_i1	0	KO_EUK
c144686_g1_i1	1	c144686_g1_i1	0	KO_EUK
c144687_g1_i1	1	c144687_g1_i1	0	KO_EUK
c144688_g1_i1	1	c144688_g1_i1	0	KO_EUK
c144689_g1_i1	1	c144689_g1_i1	0	KO_EUK
c144690_g1_i1	1	c144690_g1_i1	0	KO_EUK
c144691_g1_i1	1	c144691_g1_i1	0	KO_EUK
c144692_g1_i1	1	c144692_g1_i1	0	KO_EUK
c144693_g1_i1	1	c144693_g1_i1	0	KO_EUK
c144694_g1_i1	1	c144694_g1_i1	0	KO_EUK
c144695_g1_i1	1	c144695_g1_i1	0	KO_EUK
c144696_g1_i1	1	c144696_g1_i1	0	KO_EUK
c144697_g1_i1	1	c144697_g1_i1	0	KO_EUK
c144698_g1_i1	1	c144698_g1_i1	0	KO_EUK
c144699_g1_i1	1	c144699_g1_i1	0	KO_EUK
c144700_g1_i1	1	c144700_g1_i1	0	KO_EUK
c144701_g1_i1	1	c144701_g1_i1	0	KO_EUK
c144703_g1_i1	1	c144703_g1_i1	0	KO_EUK
c144704_g1_i1	1	c144704_g1_i1	0	KO_EUK
c144705_g1_i1	1	c144705_g1_i1	0	KO_EUK
c144706_g1_i1	1	c144706_g1_i1	0	KO_EUK
c144707_g1_i1	1	c144707_g1_i1	0	KO_EUK
c144708_g1_i1	1	c144708_g1_i1	0	KO_EUK
c144709_g1_i1	1	c144709_g1_i1	0	KO_EUK
c14470_g1_i1	1	c14470_g1_i1	0	KO_EUK
c144710_g1_i1	1	c144710_g1_i1	0	KO_EUK
c144711_g1_i1	1	c144711_g1_i1	0	KO_EUK
c144713_g1_i1	1	c144713_g1_i1	0	KO_EUK
c144714_g1_i1	1	c144714_g1_i1	0	KO_EUK
c144715_g1_i1	1	c144715_g1_i1	0	KO_EUK
c144716_g1_i1	1	c144716_g1_i1	0	KO_EUK
c144720_g1_i1	1	c144720_g1_i1	0	KO_EUK
c144721_g1_i1	1	c144721_g1_i1	0	KO_EUK
c144723_g1_i1	1	c144723_g1_i1	0	KO_EUK
c144725_g1_i1	1	c144725_g1_i1	0	KO_EUK
c144726_g1_i1	1	c144726_g1_i1	0	KO_EUK
c144727_g1_i1	1	c144727_g1_i1	0	KO_EUK
c144728_g1_i1	1	c144728_g1_i1	0	KO_EUK
c144729_g1_i1	1	c144729_g1_i1	0	KO_EUK
c144730_g1_i1	1	c144730_g1_i1	0	KO_EUK
c144731_g1_i1	1	c144731_g1_i1	0	KO_EUK
c144732_g1_i1	1	c144732_g1_i1	0	KO_EUK
c144733_g1_i1	1	c144733_g1_i1	0	KO_EUK
c144734_g1_i1	1	c144734_g1_i1	0	KO_EUK
c144735_g1_i1	1	c144735_g1_i1	0	KO_EUK
c144736_g1_i1	1	c144736_g1_i1	0	KO_EUK
c144738_g1_i1	1	c144738_g1_i1	0	KO_EUK
c144739_g1_i1	1	c144739_g1_i1	0	KO_EUK
c144741_g1_i1	1	c144741_g1_i1	0	KO_EUK
c144742_g1_i1	1	c144742_g1_i1	0	KO_EUK
c144743_g1_i1	1	c144743_g1_i1	0	KO_EUK
c144745_g1_i1	1	c144745_g1_i1	0	KO_EUK
c144746_g1_i1	1	c144746_g1_i1	0	KO_EUK
c144747_g1_i1	1	c144747_g1_i1	0	KO_EUK
c144748_g1_i1	1	c144748_g1_i1	0	KO_EUK
c144749_g1_i1	1	c144749_g1_i1	0	KO_EUK
c144750_g1_i1	1	c144750_g1_i1	0	KO_EUK
c144752_g1_i1	1	c144752_g1_i1	0	KO_EUK
c144753_g1_i1	1	c144753_g1_i1	0	KO_EUK
c144754_g1_i1	1	c144754_g1_i1	0	KO_EUK
c144755_g1_i1	1	c144755_g1_i1	0	KO_EUK
c144756_g1_i1	1	c144756_g1_i1	0	KO_EUK
c144757_g1_i1	1	c144757_g1_i1	0	KO_EUK
c144758_g1_i1	1	c144758_g1_i1	0	KO_EUK
c144759_g1_i1	1	c144759_g1_i1	0	KO_EUK
c144760_g1_i1	1	c144760_g1_i1	0	KO_EUK
c144761_g1_i1	1	c144761_g1_i1	0	KO_EUK
c144762_g1_i1	1	c144762_g1_i1	0	KO_EUK
c144764_g1_i1	1	c144764_g1_i1	0	KO_EUK
c144765_g1_i1	1	c144765_g1_i1	0	KO_EUK
c144766_g1_i1	1	c144766_g1_i1	0	KO_EUK
c144767_g1_i1	1	c144767_g1_i1	0	KO_EUK
c144768_g1_i1	1	c144768_g1_i1	0	KO_EUK
c144770_g1_i1	1	c144770_g1_i1	0	KO_EUK
c144773_g1_i1	1	c144773_g1_i1	0	KO_EUK
c144774_g1_i1	1	c144774_g1_i1	0	KO_EUK
c144775_g1_i1	1	c144775_g1_i1	0	KO_EUK
c144776_g1_i1	1	c144776_g1_i1	0	KO_EUK
c144777_g1_i1	1	c144777_g1_i1	0	KO_EUK
c144779_g1_i1	1	c144779_g1_i1	0	KO_EUK
c144780_g1_i1	1	c144780_g1_i1	0	KO_EUK
c144781_g1_i1	1	c144781_g1_i1	0	KO_EUK
c144782_g1_i1	1	c144782_g1_i1	0	KO_EUK
c144784_g1_i1	1	c144784_g1_i1	0	KO_EUK
c144786_g1_i1	1	c144786_g1_i1	0	KO_EUK
c144787_g1_i1	1	c144787_g1_i1	0	KO_EUK
c144789_g1_i1	1	c144789_g1_i1	0	KO_EUK
c144792_g1_i1	1	c144792_g1_i1	0	KO_EUK
c144794_g1_i1	1	c144794_g1_i1	0	KO_EUK
c144795_g1_i1	1	c144795_g1_i1	0	KO_EUK
c144796_g1_i1	1	c144796_g1_i1	0	KO_EUK
c144798_g1_i1	1	c144798_g1_i1	0	KO_EUK
